episode,episode_action_type,episode_return,average_episode_return_noise_actions,average_episode_return_actor_actions,episode_grasp_success,#timesteps,#episodes,duration_episode,average_episode_duration
51,actor,0.011221585960953377,nan,0.011221585960953377,False,25,50000,27.376,27.376
52,actor_noise,0.012155024996114872,0.012155024996114872,0.011221585960953377,False,25,50000,25.368,26.371999999
53,actor_noise,0.014300034059331635,0.013227529527723252,0.011221585960953377,False,25,50000,24.62,25.788
54,actor_noise,0.014038608359441295,0.013497889138295934,0.011221585960953377,False,25,50000,24.567,25.482749999
55,actor_noise,0.015253818165009609,0.013936871394974352,0.011221585960953377,False,25,50000,23.911,25.168399999
56,actor_noise,0.01894926682589654,0.014939350481158789,0.011221585960953377,False,25,50000,24.041,24.9805
57,actor_noise,0.01487561313124827,0.014928727589507036,0.011221585960953377,False,25,50000,24.421,24.900571428
58,actor_noise,0.002329755173111714,0.013128874387164846,0.011221585960953377,False,25,50000,23.634,24.742249999
59,actor_noise,0.011527839648617685,0.012928745044846451,0.011221585960953377,False,25,50000,24.635,24.730333333
60,actor_noise,0.01093004139329537,0.012706666861340775,0.011221585960953377,False,25,50000,24.42,24.6993
61,actor_noise,0.01049218742170061,0.012485218917376759,0.011221585960953377,False,25,50000,24.723,24.701454545
62,actor_noise,0.012231716656274212,0.012462173257276526,0.011221585960953377,False,25,50000,23.949,24.63875
63,actor_noise,0.009399386944784096,0.012206941064568823,0.011221585960953377,False,25,50000,24.904,24.659153846
64,actor_noise,0.01856438096316607,0.012695974902922458,0.011221585960953377,False,25,50000,24.812,24.670071428
65,actor_noise,0.021509064240714318,0.013325481284193304,0.011221585960953377,False,25,50000,24.133,24.634266666
66,actor_noise,0.016441543365946984,0.013533218756310217,0.011221585960953377,False,25,50000,24.862,24.648499999
67,actor_noise,0.060461309057038067,0.01646622440010571,0.011221585960953377,False,25,50000,26.871,24.779235294
68,actor_noise,0.1316559599736643,0.023242091198550335,0.011221585960953377,False,25,50000,28.864,25.006166666
69,actor_noise,0.05554146040887953,0.025036500599124177,0.011221585960953377,False,12,50000,24.439,24.976315789
70,actor_noise,0.033054964939098916,0.025458525038070216,0.011221585960953377,False,8,50000,22.575,24.856249999
71,actor_noise,0.03260840089436014,0.02581601883088471,0.011221585960953377,False,8,50000,23.273,24.780857142
72,actor_noise,0.025573047120642137,0.02580444874944459,0.011221585960953377,False,7,50000,21.719,24.641681818
73,actor_noise,0.0331645428345712,0.026138998480586706,0.011221585960953377,False,8,50000,21.904,24.522652173
74,actor_noise,0.03132806612273122,0.026364610117201683,0.011221585960953377,False,8,50000,23.902,24.496791666
75,actor_noise,0.03104814023035434,0.026559757205249713,0.011221585960953377,False,8,50000,23.368,24.45164
76,actor_noise,0.03141704009449987,0.02675404852081972,0.011221585960953377,False,8,50000,23.505,24.415230769
77,simple,1.1191929080340055,0.02675404852081972,0.011221585960953377,True,15,50000,28.274,24.558148148
78,actor_noise,0.0324217014020334,0.026972035170097167,0.011221585960953377,False,8,50000,20.986,24.430571428
79,actor_noise,0.03265383442176531,0.02718247217941821,0.011221585960953377,False,8,50000,23.522,24.399241379
80,actor_noise,0.031232885979409705,0.02732712981513219,0.011221585960953377,False,8,50000,23.405,24.366099999
81,actor_noise,0.03246795341581146,0.027504399594465958,0.011221585960953377,False,8,50000,23.307,24.331935483
82,actor_noise,0.03096375088887611,0.02761971130427963,0.011221585960953377,False,8,50000,22.83,24.285
83,actor_noise,0.03223889346872959,0.027768717180552207,0.011221585960953377,False,8,50000,23.077,24.248393939
84,actor_noise,0.03235409271407681,0.027912010165974856,0.011221585960953377,False,8,50000,23.492,24.226147058
85,actor_noise,0.03189424915411932,0.028032684074706507,0.011221585960953377,False,8,50000,22.995,24.190971428
86,actor_noise,0.03156854699494924,0.02813668004294894,0.011221585960953377,False,8,50000,22.948,24.156444444
87,actor_noise,0.031515043935014746,0.02823320472557939,0.011221585960953377,False,8,50000,22.939,24.12354054
88,actor_noise,0.03158688960181933,0.028326362638808278,0.011221585960953377,False,8,50000,23.694,24.112236842
89,actor_noise,0.03253300345334943,0.02844005563379588,0.011221585960953377,False,8,50000,23.413,24.094307692
90,actor_noise,0.03233572207646419,0.028542573171760833,0.011221585960953377,False,8,50000,23.415,24.077324999
91,actor_noise,0.03163135836640948,0.02862177279213644,0.011221585960953377,False,8,50000,23.259,24.057365853
92,actor_noise,0.03196597672585324,0.02870537789047936,0.011221585960953377,False,8,50000,24.161,24.059833333
93,actor_noise,0.03196023468508985,0.02878476464156742,0.011221585960953377,False,8,50000,23.325,24.042744186
94,actor_noise,0.0317038025014116,0.02885426554299228,0.011221585960953377,False,8,50000,22.937,24.017613636
95,actor_noise,0.031654149173391086,0.028919379115792253,0.011221585960953377,False,8,50000,23.065,23.996444444
96,actor_noise,0.03218801543575526,0.02899366630488232,0.011221585960953377,False,8,50000,23.542,23.986565217
97,simple,0.12362169171466368,0.02899366630488232,0.011221585960953377,False,15,50000,28.569,24.084063829
98,actor_noise,0.03151876452124381,0.029049779598579243,0.011221585960953377,False,8,50000,22.183,24.044458333
99,actor_noise,0.0320296829140477,0.02911456010543725,0.011221585960953377,False,8,50000,23.267,24.028591836
100,actor_noise,0.03240368025870178,0.02918454138529394,0.011221585960953377,False,8,50000,23.31,24.01422
101,actor,0,0.02918454138529394,0.005610792980476688,False,1,50000,20.816,23.951509803
102,actor_noise,0.03303289122451804,0.029264715340277785,0.005610792980476688,False,8,50000,21.586,23.90601923
103,actor_noise,0.032147401247857074,0.02932354566492226,0.005610792980476688,False,8,50000,22.948,23.887943396
